timestamp,image_id,sp_num,common_name,camera,image_number,filename_new,filename,seq_id,frame_num,seq_num_frames,seq_size,split
2020-03-03T19:11:37Z,5597150e-ba7d-4333-a6f6-b81e26bd61ca,1,Peccary,N25,03030540.JPG,N25_100EK113_03030540.JPG,N25/100EK113/03030540.JPG,398d85ab-7160-11ec-898c-5cf3706028c2,2,6,5,train
2020-03-03T19:11:43Z,c4357cc6-ea95-4136-828f-3a54492ef7fd,1,Peccary,N25,03030542.JPG,N25_100EK113_03030542.JPG,N25/100EK113/03030542.JPG,398d85ab-7160-11ec-898c-5cf3706028c2,4,6,5,train
2020-03-03T19:11:36Z,ad8c695b-a1e6-4401-aa90-af281610c93b,1,Peccary,N25,03030539.JPG,N25_100EK113_03030539.JPG,N25/100EK113/03030539.JPG,398d85ab-7160-11ec-898c-5cf3706028c2,1,6,5,train
2020-03-03T19:11:42Z,34cb2ecb-c3ef-46df-b458-89321ea73269,1,Peccary,N25,03030541.JPG,N25_100EK113_03030541.JPG,N25/100EK113/03030541.JPG,398d85ab-7160-11ec-898c-5cf3706028c2,3,6,5,train
2020-03-03T19:11:35Z,ca4db301-6ebe-4743-847b-1bd94658f0ab,1,Peccary,N25,03030538.JPG,N25_100EK113_03030538.JPG,N25/100EK113/03030538.JPG,398d85ab-7160-11ec-898c-5cf3706028c2,0,6,5,train
2020-05-17T13:26:26Z,80720aab-1f3a-4d4c-8a85-874389f17ab3,1,Peccary,N29,05170157.JPG,N29_107EK113_05170157.JPG,N29/107EK113/05170157.JPG,3963ac29-7160-11ec-a0a7-5cf3706028c2,3,6,5,train
2020-05-17T13:26:27Z,ff332e28-d926-49b0-942c-6584c1537542,1,Peccary,N29,05170158.JPG,N29_107EK113_05170158.JPG,N29/107EK113/05170158.JPG,3963ac29-7160-11ec-a0a7-5cf3706028c2,4,6,5,train
2020-05-17T13:26:23Z,a13b18b9-1e31-450e-a0c2-a3b18e5402bb,1,Peccary,N29,05170156.JPG,N29_107EK113_05170156.JPG,N29/107EK113/05170156.JPG,3963ac29-7160-11ec-a0a7-5cf3706028c2,2,6,5,train
2020-05-17T13:26:21Z,0fcc0cfe-97fe-48f7-99fa-9c48dc6191b1,1,Peccary,N29,05170154.JPG,N29_107EK113_05170154.JPG,N29/107EK113/05170154.JPG,3963ac29-7160-11ec-a0a7-5cf3706028c2,0,6,5,train
2020-05-17T13:26:22Z,55000579-7475-4920-863e-af301dd843da,1,Peccary,N29,05170155.JPG,N29_107EK113_05170155.JPG,N29/107EK113/05170155.JPG,3963ac29-7160-11ec-a0a7-5cf3706028c2,1,6,5,train
2020-06-01T07:42:23Z,c18e6fda-7c6b-4a7a-a8ba-6425d8ec2d19,1,Peccary,N26,06010608.JPG,N26_100EK113_06010608.JPG,N26/100EK113/06010608.JPG,39893ebf-7160-11ec-a76c-5cf3706028c2,1,3,3,train
2020-06-01T07:42:23Z,ba5be838-2ae8-4713-9d95-eb7b1a25afca,1,Peccary,N26,06010609.JPG,N26_100EK113_06010609.JPG,N26/100EK113/06010609.JPG,39893ebf-7160-11ec-a76c-5cf3706028c2,2,3,3,train
2020-06-01T07:42:22Z,ef9fc862-230a-4fac-8865-440190a69fdd,1,Peccary,N26,06010607.JPG,N26_100EK113_06010607.JPG,N26/100EK113/06010607.JPG,39893ebf-7160-11ec-a76c-5cf3706028c2,0,3,3,train
2020-03-06T09:06:00Z,45711725-f88c-4b01-9cb9-48777df5be27,1,Peccary,N25,03060592.JPG,N25_100EK113_03060592.JPG,N25/100EK113/03060592.JPG,398d85b3-7160-11ec-b34a-5cf3706028c2,0,3,2,train
2020-03-06T09:06:01Z,2bc25035-1c54-4748-94e1-788f92533878,1,Peccary,N25,03060593.JPG,N25_100EK113_03060593.JPG,N25/100EK113/03060593.JPG,398d85b3-7160-11ec-b34a-5cf3706028c2,1,3,2,train
2020-06-03T12:59:27Z,3a89ef25-5ec0-4577-b745-3c22336650d3,1,Peccary,N14,06030605.JPG,N14_103EK113_06030605.JPG,N14/103EK113/06030605.JPG,39985dc3-7160-11ec-b21f-5cf3706028c2,4,6,5,train
2020-06-03T12:59:28Z,6ac6e784-27c2-4189-baab-506a0eab3ac0,1,Peccary,N14,06030606.JPG,N14_103EK113_06030606.JPG,N14/103EK113/06030606.JPG,39985dc3-7160-11ec-b21f-5cf3706028c2,5,6,5,train
2020-06-03T12:59:22Z,5686391d-9b5a-4f1d-b614-92718265de19,1,Peccary,N14,06030602.JPG,N14_103EK113_06030602.JPG,N14/103EK113/06030602.JPG,39985dc3-7160-11ec-b21f-5cf3706028c2,1,6,5,train
2020-06-03T12:59:23Z,222322ad-3fe8-4572-bfef-e0b9104f10a0,1,Peccary,N14,06030603.JPG,N14_103EK113_06030603.JPG,N14/103EK113/06030603.JPG,39985dc3-7160-11ec-b21f-5cf3706028c2,2,6,5,train
2020-06-03T12:59:22Z,1f593b2a-c945-41a5-bb4a-a7f1c406e967,1,Peccary,N14,06030601.JPG,N14_103EK113_06030601.JPG,N14/103EK113/06030601.JPG,39985dc3-7160-11ec-b21f-5cf3706028c2,0,6,5,train
2020-05-12T12:28:37Z,87650abe-0899-4ede-8def-825bef73fe95,1,Peccary,N25,05120787.JPG,N25_102EK113_05120787.JPG,N25/102EK113/05120787.JPG,398ee57b-7160-11ec-b149-5cf3706028c2,0,3,3,train
2020-05-12T12:28:38Z,9c480ce1-4382-45d2-b44d-e744c06101b1,1,Peccary,N25,05120788.JPG,N25_102EK113_05120788.JPG,N25/102EK113/05120788.JPG,398ee57b-7160-11ec-b149-5cf3706028c2,1,3,3,train
2020-05-12T12:28:39Z,cbf32993-10ba-4e4b-86c0-81762c020fea,1,Peccary,N25,05120789.JPG,N25_102EK113_05120789.JPG,N25/102EK113/05120789.JPG,398ee57b-7160-11ec-b149-5cf3706028c2,2,3,3,train
2020-04-08T22:12:08Z,57bea180-9baf-41e5-86ca-6f2be3a9c6c3,1,Peccary,N29,04080546.JPG,N29_105EK113_04080546.JPG,N29/105EK113/04080546.JPG,3962c19e-7160-11ec-b5b1-5cf3706028c2,2,6,5,train
2020-04-08T22:12:11Z,a594ce17-5f71-4a1a-8e7b-465d72d6228e,1,Peccary,N29,04080547.JPG,N29_105EK113_04080547.JPG,N29/105EK113/04080547.JPG,3962c19e-7160-11ec-b5b1-5cf3706028c2,3,6,5,train
2020-04-08T22:12:06Z,6c304111-0e8b-4a85-a312-390cace4c360,1,Peccary,N29,04080544.JPG,N29_105EK113_04080544.JPG,N29/105EK113/04080544.JPG,3962c19e-7160-11ec-b5b1-5cf3706028c2,0,6,5,train
2020-04-08T22:12:07Z,6eb139a3-4400-457e-b050-ca62316c2af6,1,Peccary,N29,04080545.JPG,N29_105EK113_04080545.JPG,N29/105EK113/04080545.JPG,3962c19e-7160-11ec-b5b1-5cf3706028c2,1,6,5,train
2020-04-08T22:12:12Z,7ec9dc75-77ec-4dab-aed9-c3f1f4f2b3e0,1,Peccary,N29,04080548.JPG,N29_105EK113_04080548.JPG,N29/105EK113/04080548.JPG,3962c19e-7160-11ec-b5b1-5cf3706028c2,4,6,5,train
2020-04-27T07:49:12Z,b9759afc-a37a-4db3-9566-74dbfd06f327,1,Peccary,N14,04270266.JPG,N14_102EK113_04270266.JPG,N14/102EK113/04270266.JPG,3997c14b-7160-11ec-b11d-5cf3706028c2,1,3,2,train
2020-04-27T07:49:13Z,699561cb-9fcf-457a-9691-7f819ae83f4a,1,Peccary,N14,04270267.JPG,N14_102EK113_04270267.JPG,N14/102EK113/04270267.JPG,3997c14b-7160-11ec-b11d-5cf3706028c2,2,3,2,train
2020-06-13T17:31:10Z,be769b95-f115-4eda-9f47-b061433664ac,1,Peccary,M04,06130886.JPG,M04_107EK113_06130886.JPG,M04/107EK113/06130886.JPG,39a951fb-7160-11ec-b6fe-5cf3706028c2,0,3,1,train
2020-05-09T17:57:04Z,8f3e2f0e-8112-4170-be7f-80c435e71dc5,1,Peccary,N07,05090774.JPG,N07_101EK113_05090774.JPG,N07/101EK113/05090774.JPG,397bce04-7160-11ec-95c5-5cf3706028c2,1,6,4,train
2020-05-09T17:57:08Z,e80b4165-af93-4f3e-81dd-61d675334548,1,Peccary,N07,05090776.JPG,N07_101EK113_05090776.JPG,N07/101EK113/05090776.JPG,397bce04-7160-11ec-95c5-5cf3706028c2,3,6,4,train
2020-05-09T17:57:03Z,5c6c1a70-5ae9-4f06-9233-0a427861216d,1,Peccary,N07,05090773.JPG,N07_101EK113_05090773.JPG,N07/101EK113/05090773.JPG,397bce04-7160-11ec-95c5-5cf3706028c2,0,6,4,train
2020-05-09T17:57:04Z,b256289a-6b98-4096-ad37-5ea2014c3cda,1,Peccary,N07,05090775.JPG,N07_101EK113_05090775.JPG,N07/101EK113/05090775.JPG,397bce04-7160-11ec-95c5-5cf3706028c2,2,6,4,train
2020-02-18T18:13:39Z,c86c14b5-5c49-44ca-9a25-0d7d20ddd6c2,1,Peccary,M01,02180612.JPG,M01_100EK113_02180612.JPG,M01/100EK113/02180612.JPG,39731939-7160-11ec-bbfe-5cf3706028c2,5,15,13,train
2020-02-18T18:13:42Z,a395212b-8525-4f51-88a5-a9c887615d53,1,Peccary,M01,02180613.JPG,M01_100EK113_02180613.JPG,M01/100EK113/02180613.JPG,39731939-7160-11ec-bbfe-5cf3706028c2,6,15,13,train
2020-02-18T18:13:44Z,0206f783-3d4f-465e-894a-99d88b225f34,1,Peccary,M01,02180615.JPG,M01_100EK113_02180615.JPG,M01/100EK113/02180615.JPG,39731939-7160-11ec-bbfe-5cf3706028c2,8,15,13,train
2020-02-18T18:13:34Z,1070c605-ee82-424e-a39e-2256c9b3b96a,1,Peccary,M01,02180608.JPG,M01_100EK113_02180608.JPG,M01/100EK113/02180608.JPG,39731939-7160-11ec-bbfe-5cf3706028c2,1,15,13,train
2020-02-18T18:13:48Z,d1437a36-074b-46df-999b-c53abdf9be0a,1,Peccary,M01,02180617.JPG,M01_100EK113_02180617.JPG,M01/100EK113/02180617.JPG,39731939-7160-11ec-bbfe-5cf3706028c2,10,15,13,train
2020-01-12T08:46:44Z,97380a0a-7df8-44a2-a063-313edf98b76d,1,Peccary,A07,01120118.JPG,A07_100EK113_01120118.JPG,A07/100EK113/01120118.JPG,39c0891b-7160-11ec-b9ef-5cf3706028c2,6,9,7,train
2020-01-12T08:46:40Z,f4f8142f-fb35-4610-9561-7063dc1255f5,1,Peccary,A07,01120115.JPG,A07_100EK113_01120115.JPG,A07/100EK113/01120115.JPG,39c0891b-7160-11ec-b9ef-5cf3706028c2,3,9,7,train
2020-01-12T08:46:36Z,24853f76-859c-4a8d-9af5-6bbaf3ca9e1a,1,Peccary,A07,01120112.JPG,A07_100EK113_01120112.JPG,A07/100EK113/01120112.JPG,39c0891b-7160-11ec-b9ef-5cf3706028c2,0,9,7,train
2020-01-12T08:46:37Z,597ef7b5-2b87-4d3d-b930-fa6cebb3cd79,1,Peccary,A07,01120113.JPG,A07_100EK113_01120113.JPG,A07/100EK113/01120113.JPG,39c0891b-7160-11ec-b9ef-5cf3706028c2,1,9,7,train
2020-01-12T08:46:42Z,43b37d54-3cb2-407a-9f72-5f871f69a829,1,Peccary,A07,01120117.JPG,A07_100EK113_01120117.JPG,A07/100EK113/01120117.JPG,39c0891b-7160-11ec-b9ef-5cf3706028c2,5,9,7,train
2020-04-22T16:44:01Z,f2d3df3d-8687-45da-98bb-80947d83bec4,1,Peccary,N14,04220901.JPG,N14_101EK113_04220901.JPG,N14/101EK113/04220901.JPG,39979a3a-7160-11ec-971c-5cf3706028c2,0,15,15,train
2020-04-22T16:44:13Z,863991cb-cf41-4411-8f1d-b4a927c60d58,1,Peccary,N14,04220907.JPG,N14_101EK113_04220907.JPG,N14/101EK113/04220907.JPG,39979a3a-7160-11ec-971c-5cf3706028c2,6,15,15,train
2020-04-22T16:44:02Z,88ffd2c7-6bf7-4a3c-812e-de636d5eff81,1,Peccary,N14,04220902.JPG,N14_101EK113_04220902.JPG,N14/101EK113/04220902.JPG,39979a3a-7160-11ec-971c-5cf3706028c2,1,15,15,train
2020-04-22T16:44:07Z,34f9e194-d7e3-4491-be97-fd3999bded36,1,Peccary,N14,04220904.JPG,N14_101EK113_04220904.JPG,N14/101EK113/04220904.JPG,39979a3a-7160-11ec-971c-5cf3706028c2,3,15,15,train
2020-04-22T16:44:18Z,161b8b8d-dd5d-4d09-8f38-6f25707a9a6b,1,Peccary,N14,04220911.JPG,N14_101EK113_04220911.JPG,N14/101EK113/04220911.JPG,39979a3a-7160-11ec-971c-5cf3706028c2,10,15,15,train
2020-03-31T15:00:24Z,a19793ca-140c-474d-9c0b-2ee4badabf67,1,Peccary,N25,03310105.JPG,N25_101EK113_03310105.JPG,N25/101EK113/03310105.JPG,398dfae3-7160-11ec-8348-5cf3706028c2,2,6,6,train
2020-03-31T15:00:23Z,4cef9216-23eb-4d71-ae9c-86dbb2fcde5d,1,Peccary,N25,03310104.JPG,N25_101EK113_03310104.JPG,N25/101EK113/03310104.JPG,398dfae3-7160-11ec-8348-5cf3706028c2,1,6,6,train
2020-03-31T15:00:28Z,00f318d3-8f6b-4b26-b3e0-2d64f2884d02,1,Peccary,N25,03310108.JPG,N25_101EK113_03310108.JPG,N25/101EK113/03310108.JPG,398dfae3-7160-11ec-8348-5cf3706028c2,5,6,6,train
2020-03-31T15:00:22Z,65caabfb-04f5-40ea-b3ab-d9bea691a69b,1,Peccary,N25,03310103.JPG,N25_101EK113_03310103.JPG,N25/101EK113/03310103.JPG,398dfae3-7160-11ec-8348-5cf3706028c2,0,6,6,train
2020-03-31T15:00:26Z,a0b887a3-f2ae-497c-a2c8-be3a77964002,1,Peccary,N25,03310106.JPG,N25_101EK113_03310106.JPG,N25/101EK113/03310106.JPG,398dfae3-7160-11ec-8348-5cf3706028c2,3,6,6,train
2020-06-13T13:09:31Z,1f816295-a876-4f90-9f67-fcc5ebb1d0dc,1,Peccary,N25,06130604.JPG,N25_103EK113_06130604.JPG,N25/103EK113/06130604.JPG,398f5ac2-7160-11ec-af67-5cf3706028c2,0,12,12,train
2020-06-13T13:09:51Z,fc7392d8-5e43-488d-a193-b8716184eab9,1,Peccary,N25,06130614.JPG,N25_103EK113_06130614.JPG,N25/103EK113/06130614.JPG,398f5ac2-7160-11ec-af67-5cf3706028c2,10,12,12,train
2020-06-13T13:09:52Z,37b8f14b-4f84-4eeb-af66-8b7965228aa1,1,Peccary,N25,06130615.JPG,N25_103EK113_06130615.JPG,N25/103EK113/06130615.JPG,398f5ac2-7160-11ec-af67-5cf3706028c2,11,12,12,train
2020-06-13T13:09:37Z,9d3a9e01-3069-4ba2-975c-dc1c9f64200a,1,Peccary,N25,06130608.JPG,N25_103EK113_06130608.JPG,N25/103EK113/06130608.JPG,398f5ac2-7160-11ec-af67-5cf3706028c2,4,12,12,train
2020-06-13T13:09:38Z,f9b23560-1bf6-472b-bd34-370846db0058,1,Peccary,N25,06130609.JPG,N25_103EK113_06130609.JPG,N25/103EK113/06130609.JPG,398f5ac2-7160-11ec-af67-5cf3706028c2,5,12,12,train
2020-05-04T07:38:08Z,9fa6651f-e379-49d1-b014-e57ad0b5df1a,1,Peccary,M02,05040995.JPG,M02_102EK113_05040995.JPG,M02/102EK113/05040995.JPG,39b16a30-7160-11ec-b1ba-5cf3706028c2,4,9,7,train
2020-05-04T07:37:57Z,757f3506-2d11-4796-8075-105dcebdeafe,1,Peccary,M02,05040993.JPG,M02_102EK113_05040993.JPG,M02/102EK113/05040993.JPG,39b16a30-7160-11ec-b1ba-5cf3706028c2,2,9,7,train
2020-05-04T07:37:56Z,6862c513-208f-417a-aa69-9d6e864f8bf6,1,Peccary,M02,05040992.JPG,M02_102EK113_05040992.JPG,M02/102EK113/05040992.JPG,39b16a30-7160-11ec-b1ba-5cf3706028c2,1,9,7,train
2020-05-04T07:38:14Z,0dc236f4-be7a-4d07-a865-3a80649459c5,1,Peccary,M02,05040997.JPG,M02_102EK113_05040997.JPG,M02/102EK113/05040997.JPG,39b16a30-7160-11ec-b1ba-5cf3706028c2,6,9,7,train
2020-05-04T07:38:07Z,2f14a67a-0497-4009-9070-dc85df40fba0,1,Peccary,M02,05040994.JPG,M02_102EK113_05040994.JPG,M02/102EK113/05040994.JPG,39b16a30-7160-11ec-b1ba-5cf3706028c2,3,9,7,train
2020-03-03T08:40:02Z,10860061-fc45-485d-b7b6-048978eeb69b,1,Peccary,N33,03030408.JPG,N33_100EK113_03030408.JPG,N33/100EK113/03030408.JPG,39d219b8-7160-11ec-9ed8-5cf3706028c2,2,6,6,train
2020-03-03T08:40:08Z,5353d9a3-d512-4488-85d7-8c5f261f2e20,1,Peccary,N33,03030410.JPG,N33_100EK113_03030410.JPG,N33/100EK113/03030410.JPG,39d219b8-7160-11ec-9ed8-5cf3706028c2,4,6,6,train
2020-03-03T08:40:01Z,b50c4842-834f-4a10-a272-110651358f2c,1,Peccary,N33,03030407.JPG,N33_100EK113_03030407.JPG,N33/100EK113/03030407.JPG,39d219b8-7160-11ec-9ed8-5cf3706028c2,1,6,6,train
2020-03-03T08:40:08Z,eedc56aa-3f23-4f64-a7c6-ba657e36fa70,1,Peccary,N33,03030411.JPG,N33_100EK113_03030411.JPG,N33/100EK113/03030411.JPG,39d219b8-7160-11ec-9ed8-5cf3706028c2,5,6,6,train
2020-03-03T08:40:07Z,83695f08-5d51-497a-a24a-3659c7a650d7,1,Peccary,N33,03030409.JPG,N33_100EK113_03030409.JPG,N33/100EK113/03030409.JPG,39d219b8-7160-11ec-9ed8-5cf3706028c2,3,6,6,train
2020-03-05T16:29:14Z,9147e834-06e2-4699-b076-7d06e3836826,1,Peccary,A05,03050897.JPG,A05_101EK113_03050897.JPG,A05/101EK113/03050897.JPG,39e97820-7160-11ec-a8c7-5cf3706028c2,2,3,3,train
2020-03-05T16:29:14Z,d0ddf032-ca7b-45c9-a745-1b9e385808d5,1,Peccary,A05,03050896.JPG,A05_101EK113_03050896.JPG,A05/101EK113/03050896.JPG,39e97820-7160-11ec-a8c7-5cf3706028c2,1,3,3,train
2020-03-05T16:29:13Z,75cd44fe-1b64-4755-9e2b-006dfeda4cad,1,Peccary,A05,03050895.JPG,A05_101EK113_03050895.JPG,A05/101EK113/03050895.JPG,39e97820-7160-11ec-a8c7-5cf3706028c2,0,3,3,train
